"Step","slstm_9sec_sl_default_3 - test/epoch_cohen","slstm_9sec_sl_default_3 - test/epoch_cohen__MIN","slstm_9sec_sl_default_3 - test/epoch_cohen__MAX","slstm_7sec_sl_default_3 - test/epoch_cohen","slstm_7sec_sl_default_3 - test/epoch_cohen__MIN","slstm_7sec_sl_default_3 - test/epoch_cohen__MAX","slstm_5sec_sl_default_3 - test/epoch_cohen","slstm_5sec_sl_default_3 - test/epoch_cohen__MIN","slstm_5sec_sl_default_3 - test/epoch_cohen__MAX","slstm_9sec_sl_default_2 - test/epoch_cohen","slstm_9sec_sl_default_2 - test/epoch_cohen__MIN","slstm_9sec_sl_default_2 - test/epoch_cohen__MAX","slstm_7sec_sl_default_2 - test/epoch_cohen","slstm_7sec_sl_default_2 - test/epoch_cohen__MIN","slstm_7sec_sl_default_2 - test/epoch_cohen__MAX","slstm_5sec_sl_default_2 - test/epoch_cohen","slstm_5sec_sl_default_2 - test/epoch_cohen__MIN","slstm_5sec_sl_default_2 - test/epoch_cohen__MAX","mlstm_9sec_sl_default_3 - test/epoch_cohen","mlstm_9sec_sl_default_3 - test/epoch_cohen__MIN","mlstm_9sec_sl_default_3 - test/epoch_cohen__MAX","mlstm_7sec_sl_default_3 - test/epoch_cohen","mlstm_7sec_sl_default_3 - test/epoch_cohen__MIN","mlstm_7sec_sl_default_3 - test/epoch_cohen__MAX","mlstm_5sec_sl_default_3 - test/epoch_cohen","mlstm_5sec_sl_default_3 - test/epoch_cohen__MIN","mlstm_5sec_sl_default_3 - test/epoch_cohen__MAX","mlstm_9sec_sl_default_2 - test/epoch_cohen","mlstm_9sec_sl_default_2 - test/epoch_cohen__MIN","mlstm_9sec_sl_default_2 - test/epoch_cohen__MAX","mlstm_7sec_sl_default_2 - test/epoch_cohen","mlstm_7sec_sl_default_2 - test/epoch_cohen__MIN","mlstm_7sec_sl_default_2 - test/epoch_cohen__MAX","mlstm_5sec_sl_default_2 - test/epoch_cohen","mlstm_5sec_sl_default_2 - test/epoch_cohen__MIN","mlstm_5sec_sl_default_2 - test/epoch_cohen__MAX","m+slstm_9sec_sl_default_3 - test/epoch_cohen","m+slstm_9sec_sl_default_3 - test/epoch_cohen__MIN","m+slstm_9sec_sl_default_3 - test/epoch_cohen__MAX","m+slstm_7sec_sl_default_3 - test/epoch_cohen","m+slstm_7sec_sl_default_3 - test/epoch_cohen__MIN","m+slstm_7sec_sl_default_3 - test/epoch_cohen__MAX","m+slstm_9sec_sl_default_2 - test/epoch_cohen","m+slstm_9sec_sl_default_2 - test/epoch_cohen__MIN","m+slstm_9sec_sl_default_2 - test/epoch_cohen__MAX","m+slstm_7sec_sl_default_2 - test/epoch_cohen","m+slstm_7sec_sl_default_2 - test/epoch_cohen__MIN","m+slstm_7sec_sl_default_2 - test/epoch_cohen__MAX","m+slstm_5sec_sl_default_3 - test/epoch_cohen","m+slstm_5sec_sl_default_3 - test/epoch_cohen__MIN","m+slstm_5sec_sl_default_3 - test/epoch_cohen__MAX","m+slstm_5sec_sl_default_2 - test/epoch_cohen","m+slstm_5sec_sl_default_2 - test/epoch_cohen__MIN","m+slstm_5sec_sl_default_2 - test/epoch_cohen__MAX","biot_9sec_sl_default_3 - test/epoch_cohen","biot_9sec_sl_default_3 - test/epoch_cohen__MIN","biot_9sec_sl_default_3 - test/epoch_cohen__MAX","biot_7sec_sl_default_3 - test/epoch_cohen","biot_7sec_sl_default_3 - test/epoch_cohen__MIN","biot_7sec_sl_default_3 - test/epoch_cohen__MAX","biot_5sec_sl_default_3 - test/epoch_cohen","biot_5sec_sl_default_3 - test/epoch_cohen__MIN","biot_5sec_sl_default_3 - test/epoch_cohen__MAX","biot_9sec_sl_default_2 - test/epoch_cohen","biot_9sec_sl_default_2 - test/epoch_cohen__MIN","biot_9sec_sl_default_2 - test/epoch_cohen__MAX","biot_7sec_sl_default_2 - test/epoch_cohen","biot_7sec_sl_default_2 - test/epoch_cohen__MIN","biot_7sec_sl_default_2 - test/epoch_cohen__MAX","biot_5sec_sl_default_2 - test/epoch_cohen","biot_5sec_sl_default_2 - test/epoch_cohen__MIN","biot_5sec_sl_default_2 - test/epoch_cohen__MAX","m+slstm_9sec_sl_default_1 - test/epoch_cohen","m+slstm_9sec_sl_default_1 - test/epoch_cohen__MIN","m+slstm_9sec_sl_default_1 - test/epoch_cohen__MAX","m+slstm_7sec_sl_default_1 - test/epoch_cohen","m+slstm_7sec_sl_default_1 - test/epoch_cohen__MIN","m+slstm_7sec_sl_default_1 - test/epoch_cohen__MAX","m+slstm_5sec_sl_default_1 - test/epoch_cohen","m+slstm_5sec_sl_default_1 - test/epoch_cohen__MIN","m+slstm_5sec_sl_default_1 - test/epoch_cohen__MAX","biot_9sec_sl_default_1 - test/epoch_cohen","biot_9sec_sl_default_1 - test/epoch_cohen__MIN","biot_9sec_sl_default_1 - test/epoch_cohen__MAX","biot_7sec_sl_default_1 - test/epoch_cohen","biot_7sec_sl_default_1 - test/epoch_cohen__MIN","biot_7sec_sl_default_1 - test/epoch_cohen__MAX","biot_5sec_sl_default_1 - test/epoch_cohen","biot_5sec_sl_default_1 - test/epoch_cohen__MIN","biot_5sec_sl_default_1 - test/epoch_cohen__MAX","slstm_9sec_sl_default_1 - test/epoch_cohen","slstm_9sec_sl_default_1 - test/epoch_cohen__MIN","slstm_9sec_sl_default_1 - test/epoch_cohen__MAX","slstm_7sec_sl_default_1 - test/epoch_cohen","slstm_7sec_sl_default_1 - test/epoch_cohen__MIN","slstm_7sec_sl_default_1 - test/epoch_cohen__MAX","slstm_5sec_sl_default_1 - test/epoch_cohen","slstm_5sec_sl_default_1 - test/epoch_cohen__MIN","slstm_5sec_sl_default_1 - test/epoch_cohen__MAX","mlstm_9sec_sl_default_1 - test/epoch_cohen","mlstm_9sec_sl_default_1 - test/epoch_cohen__MIN","mlstm_9sec_sl_default_1 - test/epoch_cohen__MAX","mlstm_7sec_sl_default_1 - test/epoch_cohen","mlstm_7sec_sl_default_1 - test/epoch_cohen__MIN","mlstm_7sec_sl_default_1 - test/epoch_cohen__MAX","mlstm_5sec_sl_default_1 - test/epoch_cohen","mlstm_5sec_sl_default_1 - test/epoch_cohen__MIN","mlstm_5sec_sl_default_1 - test/epoch_cohen__MAX"
"52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3917703926563263","0.3917703926563263","0.3917703926563263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53","","","","0.39644962549209595","0.39644962549209595","0.39644962549209595","","","","0.5086261034011841","0.5086261034011841","0.5086261034011841","","","","","","","","","","","","","0.5257512331008911","0.5257512331008911","0.5257512331008911","0.4338282346725464","0.4338282346725464","0.4338282346725464","","","","","","","","","","0.34675708413124084","0.34675708413124084","0.34675708413124084","","","","","","","","","","","","","","","","","","","","","","0.37364670634269714","0.37364670634269714","0.37364670634269714","","","","0.4915158450603485","0.4915158450603485","0.4915158450603485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54","0.4482285976409912","0.4482285976409912","0.4482285976409912","","","","0.5607767105102539","0.5607767105102539","0.5607767105102539","","","","","","","0.47748252749443054","0.47748252749443054","0.47748252749443054","0.42103976011276245","0.42103976011276245","0.42103976011276245","0.40599527955055237","0.40599527955055237","0.40599527955055237","","","","","","","0.3665117621421814","0.3665117621421814","0.3665117621421814","0.43969467282295227","0.43969467282295227","0.43969467282295227","0.42489326000213623","0.42489326000213623","0.42489326000213623","","","","","","","","","","0.4734098017215729","0.4734098017215729","0.4734098017215729","","","","0.33986327052116394","0.33986327052116394","0.33986327052116394","0.43348318338394165","0.43348318338394165","0.43348318338394165","","","","","","","0.413979709148407","0.413979709148407","0.413979709148407","","","","0.46430495381355286","0.46430495381355286","0.46430495381355286","","","","0.4397633671760559","0.4397633671760559","0.4397633671760559","0.46049925684928894","0.46049925684928894","0.46049925684928894","0.42549049854278564","0.42549049854278564","0.42549049854278564","0.475981742143631","0.475981742143631","0.475981742143631","0.4932837188243866","0.4932837188243866","0.4932837188243866","0.4469710886478424","0.4469710886478424","0.4469710886478424","0.5420438051223755","0.5420438051223755","0.5420438051223755","0.4152783155441284","0.4152783155441284","0.4152783155441284","0.3937414884567261","0.3937414884567261","0.3937414884567261","0.4294377267360687","0.4294377267360687","0.4294377267360687"
"55","","","","","","","","","","","","","0.42523303627967834","0.42523303627967834","0.42523303627967834","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.34858953952789307","0.34858953952789307","0.34858953952789307","","","","","","","","","","","","","","","","0.5181795954704285","0.5181795954704285","0.5181795954704285","","","","","","","","","","","","","0.46904292702674866","0.46904292702674866","0.46904292702674866","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4428350329399109","0.4428350329399109","0.4428350329399109","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66","","","","0.4484986364841461","0.4484986364841461","0.4484986364841461","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.31321996450424194","0.31321996450424194","0.31321996450424194","","","","0.4380955398082733","0.4380955398082733","0.4380955398082733","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67","","","","","","","","","","0.5088805556297302","0.5088805556297302","0.5088805556297302","","","","","","","","","","","","","0.5418439507484436","0.5418439507484436","0.5418439507484436","0.3931032717227936","0.3931032717227936","0.3931032717227936","","","","","","","","","","","","","","","","","","","","","","","","","0.3958733081817627","0.3958733081817627","0.3958733081817627","0.45627561211586","0.45627561211586","0.45627561211586","","","","0.4554373621940613","0.4554373621940613","0.4554373621940613","","","","0.424648255109787","0.424648255109787","0.424648255109787","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68","0.4362150728702545","0.4362150728702545","0.4362150728702545","","","","0.4069601893424988","0.4069601893424988","0.4069601893424988","","","","","","","0.4664756655693054","0.4664756655693054","0.4664756655693054","0.41736796498298645","0.41736796498298645","0.41736796498298645","0.38664108514785767","0.38664108514785767","0.38664108514785767","","","","","","","0.5111090540885925","0.5111090540885925","0.5111090540885925","0.45371168851852417","0.45371168851852417","0.45371168851852417","0.45144400000572205","0.45144400000572205","0.45144400000572205","","","","","","","","","","0.4460321068763733","0.4460321068763733","0.4460321068763733","","","","","","","","","","","","","","","","0.41613736748695374","0.41613736748695374","0.41613736748695374","","","","0.4240635931491852","0.4240635931491852","0.4240635931491852","","","","0.4223194420337677","0.4223194420337677","0.4223194420337677","0.3710554540157318","0.3710554540157318","0.3710554540157318","0.42922443151474","0.42922443151474","0.42922443151474","0.46279120445251465","0.46279120445251465","0.46279120445251465","0.46259528398513794","0.46259528398513794","0.46259528398513794","0.5290658473968506","0.5290658473968506","0.5290658473968506","0.458659827709198","0.458659827709198","0.458659827709198","0.39424434304237366","0.39424434304237366","0.39424434304237366","0.4183708429336548","0.4183708429336548","0.4183708429336548","0.41503220796585083","0.41503220796585083","0.41503220796585083"
"69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.36697524785995483","0.36697524785995483","0.36697524785995483","","","","","","","","","","","","","","","","0.4001966714859009","0.4001966714859009","0.4001966714859009","","","","","","","","","","","","","0.4752436876296997","0.4752436876296997","0.4752436876296997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"70","","","","","","","","","","","","","0.5061830878257751","0.5061830878257751","0.5061830878257751","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.392486572265625","0.392486572265625","0.392486572265625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.42667293548583984","0.42667293548583984","0.42667293548583984","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"80","","","","0.4757538139820099","0.4757538139820099","0.4757538139820099","","","","0.48623743653297424","0.48623743653297424","0.48623743653297424","","","","","","","","","","","","","0.4841775596141815","0.4841775596141815","0.4841775596141815","","","","","","","","","","","","","0.36183643341064453","0.36183643341064453","0.36183643341064453","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4785881042480469","0.4785881042480469","0.4785881042480469","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"81","0.5449090003967285","0.5449090003967285","0.5449090003967285","","","","","","","","","","","","","","","","","","","","","","","","","0.4130561649799347","0.4130561649799347","0.4130561649799347","","","","","","","","","","","","","","","","","","","","","","","","","0.4316566586494446","0.4316566586494446","0.4316566586494446","0.4390133321285248","0.4390133321285248","0.4390133321285248","","","","0.40174680948257446","0.40174680948257446","0.40174680948257446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
